Time,Air Temp degC - min,Air Temp degC - ave,Air Temp degC - max,Air Temp (Canopy) degC - ave,Humidity % - min,Humidity % - ave,Humidity % - max,Humidity (Canopy) % - ave,Wind Speed km/h - min,Wind Speed km/h - ave,Wind Speed km/h - max,Rainfall mm - raw,Solar Radiation W/m^2 - ave,ETo mm - computed,Leaf Wetness mV - ave,Soil Temp degC - ave
31/12/2023,17.2,18.2,19.2,18.5,57.5,60.7,63.9,61.6,1.4,6.3,19,0,0,,545,29.7
01/01/2024,12.1,23.7,32.1,22.1,23.1,51.5,89.6,63.8,0,4.4,25.7,0,360.6,6.3,543.2,30.3
02/01/2024,17.6,26.1,35.8,25.4,23,51,80.7,55.6,0,7.1,29.1,0,367,5.9,538.1,32
03/01/2024,16.3,21.8,28.1,21.2,46.6,72.4,88.4,78.4,0,4.3,24,0.2,109.7,6.9,547.3,29.3
04/01/2024,19,26.2,33.7,25,37,64.1,92,72,0,5.2,20.7,0,324.2,2.5,551,30.4
05/01/2024,21.1,27.5,36.8,25.2,26.9,52.4,75.3,67.3,0,3.9,18.2,0,256.8,6.4,541.6,32.4
06/01/2024,20.5,23.6,29.2,22.9,52.6,81.1,97.1,87.2,0,4.5,26.6,8.6,92.5,5.3,1026.5,29.8
07/01/2024,18.4,24,32.2,23.9,44.9,83.3,97.9,85.8,0,6.3,42.5,1.2,218.6,1.8,945.5,28
08/01/2024,17.2,21.5,27.4,21.6,48,72.7,92.4,74.8,0.5,9.7,29.9,0,302.7,4.2,550.9,28.2
09/01/2024,15,23.2,32.4,22.4,31.6,61.6,92.7,68.9,0,4.1,23.2,0,381.1,5.1,545.7,30.9
10/01/2024,14.3,23.4,32.9,22.9,25.4,55.3,91.8,59.7,0,6.7,28.2,0,384.4,6.4,542,32.1
11/01/2024,13.7,23.4,34.2,22,19.5,54.6,87.9,65.4,0,3.7,16.5,0,386.5,6.8,542.8,32.5
12/01/2024,14.5,28.3,39.7,25.1,20.4,47.1,90.2,64.3,0,3.6,22.4,0,369.7,6.4,541.6,34.1
13/01/2024,20.3,28.4,36.3,26.7,20.8,40.5,66.3,49.5,0,7.6,34.1,0,331.8,7.4,536.3,35
14/01/2024,16.5,22.7,30.3,21.9,26.8,49.3,68.3,56.1,0,7.9,28.2,0,289.1,7.4,540.5,32.5
15/01/2024,18.1,27.1,36.9,25.2,27.4,52.3,72,65.3,0,5.8,26.6,0,347.1,6,539.5,33.4
16/01/2024,19,25.9,34.6,24.9,41.1,73.8,95,81,0,5.3,34.1,7.8,241.3,6.8,707.5,33.1
17/01/2024,12.5,17.6,22.7,17.7,43.8,73,96.6,76.5,0,9.1,30.7,10.2,278.8,4.3,799.9,25.9
18/01/2024,10.9,18.1,25.4,18.1,34.7,62.6,93.5,65.8,0.5,7.8,27.4,0,400.3,4.4,550.4,25.8
19/01/2024,9.2,18.4,28.8,17.6,26.2,63.4,95.6,73.3,0,2.4,16.5,0,366.8,5.5,550,27.5
20/01/2024,16.5,27.6,38.3,25.7,14.2,35.8,63.3,45.4,0,7.2,29.1,0,363.3,5.6,537.7,30.3
21/01/2024,14.5,21.4,29.1,21.3,30.4,57.2,88.6,59.7,0,8.3,26.6,0,378.4,7.9,541.7,31
22/01/2024,14.2,21.3,31.3,20.2,19.4,52.2,77.4,62.1,0,4.7,22.4,0,378.9,6.5,542.9,30.7
23/01/2024,15,27.1,38.9,24.2,17.6,39.8,63.8,53.8,0,4.5,19,0,370,6.3,539.9,32.2
24/01/2024,21.5,26.2,30.3,24.8,30.7,60.7,86.3,70.2,0,2.9,34.1,0,92.8,7.2,544,31.2
25/01/2024,15.2,21.8,31.1,21.4,32.1,65.6,94.2,70.4,0,6.1,32.4,0.6,238.1,2.4,548.5,30.6
26/01/2024,14.4,19.4,25.3,19.4,33.5,63.1,95,65.4,0,9,35,0,328.6,4.6,546.9,28.6
27/01/2024,11,19,27.3,19.2,30.2,60.9,96.3,63,0,6.5,29.9,0,377.8,5.2,545,28.9
28/01/2024,11.6,20.4,30.5,19.7,28.9,63.9,93.9,71.6,0,2.5,16.5,0,366.5,5.8,545.8,30
29/01/2024,13.5,25.4,35.7,24,18.8,49.7,93,58.1,0,5.4,32.4,0,364.2,5.7,541.1,32
30/01/2024,15,22.7,33.4,22.6,23.3,55.9,88.2,58.7,0,8.2,29.1,0,372,7.1,540.4,32.2
31/01/2024,11.5,20.1,29.2,20.2,25.4,55.3,85.2,57.5,0.5,8.6,28.2,0,376.4,7,541.8,30.5
01/02/2024,13.9,21.8,31.6,21.8,25.8,57.8,87.6,60.2,0,8.3,29.1,0,371.7,6.5,540.9,30.7
02/02/2024,13.9,21.8,31.3,21.6,27.2,59.8,91.5,63.5,0,5.6,23.2,0,354,7.8,542.2,30.7
03/02/2024,12.3,24.3,37.3,22.7,17.3,55.3,93.2,65.1,0,2.6,17.3,0,361.5,5.9,541.8,31.9
04/02/2024,15.2,29.2,41.1,26.9,10.1,39.9,84.4,50,0,5.2,29.9,0,355.1,6.4,536.2,33.4
05/02/2024,14.8,20.9,25.6,21,33.5,54.2,82.7,55.6,0,9.8,36.6,0,290.9,8,540.7,32.2
06/02/2024,10.9,19.2,26.9,19.5,24.2,48.1,80.4,49.6,0,8.7,34.1,0,367.6,5.3,541.1,29.4
07/02/2024,11.5,20.3,28.3,20.5,24.7,53.2,89.1,55.1,0,6.4,29.1,0,360.8,6,541.7,29.4
08/02/2024,12,21.7,30.8,21.7,21.3,49,82.2,51.9,0,6.3,24.9,0,358.3,6,540.3,29.9
09/02/2024,13.1,23,32.9,22.8,20.5,49,80.2,52.1,0,6.7,26.6,0,352.7,6.4,539.2,30.4
10/02/2024,14.9,23,31.9,22.8,22.4,47.2,73.6,51.4,0,5.4,21.5,0,350.7,6.8,538.6,31.1
11/02/2024,12.5,25,37.1,23.3,15,46.3,89.1,55.7,0,2.2,19,0,349,5.9,540.4,32.1
12/02/2024,15,26.6,39.2,24.9,17.8,49.4,82.1,57.4,0,3.3,24.9,0,336.9,6.1,538.9,33.1
13/02/2024,17,27.3,40.7,26.6,19.5,46.4,71.1,48.9,0,11.2,54.2,0,328.2,6.7,535,33.9
14/02/2024,11.8,18.5,25,19,24.9,49.9,85.1,51.5,0,6.7,28.2,0,346.8,8.1,542,30.8
15/02/2024,9.2,19.2,28.3,18.7,20.5,45.6,76.4,52.1,0,4.2,19,0,339.8,5.4,541.9,29.4
16/02/2024,11.5,21.4,31.9,20.4,16.9,47.7,79,56.2,0,3.6,18.2,0,338.2,5.4,541.6,29.9
17/02/2024,12.1,24,35.6,22.2,14.4,47,85.9,58.4,0,2.9,19.8,0,329,5.6,541.1,31
18/02/2024,13.3,24.7,34.5,22.8,17.8,41.4,82.7,53.9,0,3.6,23.2,0,305.7,5.8,540.2,31.5
19/02/2024,13.6,23.3,34.2,21.9,17,51.3,84,61.4,0,2.9,15.7,0,315.5,5.7,542.2,31.6
20/02/2024,13.1,25,34.2,22.3,18.3,42.5,79.1,57.7,0,4.1,24.9,0,212.4,5.4,541.5,30.9
21/02/2024,21.9,29,38.6,26.1,14.4,35.9,57.3,49.4,0,4.2,19,0,301.8,5.3,536.7,32.6
22/02/2024,17.6,30.3,40.8,24.8,14.2,39.6,70.3,42.6,0,10.5,42.5,0,290.6,6.5,531.8,33.8
23/02/2024,13.7,18.4,24.3,18.7,36.8,56.3,76.2,56.7,0.5,9.3,35,0,255.5,7.9,542.1,30.4
24/02/2024,8.3,17.5,28.4,17.7,21.4,55.5,85.9,58.2,0,3.8,20.7,0,327.1,4.4,544,28.4
25/02/2024,8.4,22.1,34.1,21.6,14.2,46.4,96.7,50.1,0,3.9,20.7,0,320.9,5,544.6,29.2
26/02/2024,16.5,22,29.7,21.7,32.7,55.1,73.3,59.2,0,4,17.3,0,202.7,6.3,540.2,29.7
27/02/2024,17.8,27.3,38,25.6,14.1,38.1,73.6,46,0,3.7,24,0,300,3.9,536.3,31.3
28/02/2024,20.7,30.2,42.7,19.9,13.6,32.9,68.8,36.5,0,9.3,44.2,0,222.3,6.7,531.1,32.1
29/02/2024,16.6,23.4,32,15,31.9,58.5,89,60.6,0,4.3,19,0,258.9,6.7,541.4,31.9
01/03/2024,15.7,23.7,33.8,22.3,29.8,52.7,78.9,53.7,0,6.3,24.9,0,273.7,4.9,537.7,31.6
02/03/2024,15.9,20.9,27.9,21.1,31.3,55.4,76.9,57,0,5.8,27.4,0,263.1,5.4,540.2,30.8
03/03/2024,11.1,19.2,27.6,19.5,21.3,49.2,74.2,50.3,0,5.6,22.4,0,304.4,4.8,540.7,29.1
04/03/2024,11.2,18.4,29.1,18.5,15.3,52.2,74.4,55.8,0,3.9,18.2,0,289.8,5.2,542,28.5
05/03/2024,7.5,21.4,35.3,20.2,11.7,42.4,79.7,49,0,1.7,16.5,0,296.8,4.6,540.3,28.8
06/03/2024,16,25.8,35.8,19.9,14.7,38.7,63.9,44.2,0,3.9,22.4,0,249,5.1,535.6,30.2
07/03/2024,16.5,24.2,33.9,14.2,28.8,53.7,74.6,55.6,0,4,20.7,0,275.9,5.6,537.3,30.9
08/03/2024,14,25.3,37.2,14.6,20.4,43.8,71,51.6,0,2.4,15.7,0,279.4,5.1,537.3,31.3
09/03/2024,18.4,30.1,40.2,18.1,22.2,33.3,54.4,38.4,0,4.8,24,0,258.4,5.3,532,32.3
10/03/2024,21.9,30.2,37.8,18.9,18,32,52.3,36.2,0,4.6,24,0,278.9,6.2,531.1,33.3
11/03/2024,19.2,29,38.8,19.2,18.3,35.6,57.7,39.9,0,3.8,27.4,0,256.6,6.1,532.6,33
12/03/2024,18.5,29.8,40.4,19.7,15.2,35.4,63.3,39.5,0,3.5,27.4,0,260,5.5,531.6,33.2
13/03/2024,21.2,27.5,35.8,18.7,24.9,47.2,68.5,47.8,0,5.7,22.4,0,239.3,5.9,532.9,33.3
14/03/2024,17,21,23.3,17.3,56.5,68.7,83.8,67.4,0,5,22.4,0.2,95.8,5.5,552.8,30
15/03/2024,15.3,20.3,26.2,9.3,39.5,66.5,92.6,68.9,0,3.6,19.8,0.2,159.6,2.4,569.3,27.5
16/03/2024,17,24.1,33.3,11.1,30.8,67.3,94.2,73.3,0,3.6,35,10.4,239.1,2.9,701.5,28.9
17/03/2024,20,23.6,30.4,11.2,39.6,73.5,92.1,76.7,0,4.9,29.1,0,211.6,4.7,560.8,27.5
18/03/2024,17.6,25.8,33.9,10.4,33.5,63,96.8,66.9,0,3.9,21.5,0,274.8,4.1,550.9,28.9
19/03/2024,16.4,21.7,28.3,9.6,33.6,64.3,90.9,64.1,0.5,9.3,31.6,0,229.5,5.2,543.1,29.4
20/03/2024,10.3,16.2,22,7.8,27.2,51.3,83.3,52.3,0,6.4,26.6,0,279,4.6,544.6,26.2
21/03/2024,7.9,14.8,23.7,10.7,21.1,49.8,76.3,52,0,4.5,24,0,279.7,4.5,545.4,24.3
22/03/2024,7,17.5,26.9,11.8,17.9,50.4,86,51.8,0,4.4,20.7,0,272,4.1,543.4,24.4
23/03/2024,11.1,18.1,25.6,18.4,28.3,54.2,82.7,54.7,0,6.5,28.2,0,267.1,4.8,542.8,24.9
24/03/2024,8.5,16,23.7,16.4,29.9,57,83.6,57.6,0,6,29.1,0,276.6,4.5,544.9,24.2
25/03/2024,7.6,16.3,26.2,16.5,30.1,65.8,95.9,66.7,0,3.1,19,0,260.6,4.2,547.6,24.3
26/03/2024,9.4,17.1,25.7,17.4,31.1,65.9,96.3,65.6,0,4.2,19.8,0,261.8,4,548.5,24.5
27/03/2024,9.6,17.6,25.9,17.9,31.4,62.3,93,63.1,0,4.1,19.8,0,256.1,4.1,546,24.5
28/03/2024,10.4,17,26.1,17.4,26,59.5,86.2,60.6,0,4,19,0,253.2,4.3,545,24.5
29/03/2024,5.9,17.8,32.2,17.4,21.1,59.9,95.9,64.5,0,1.4,13.1,0,243.7,3.9,546.1,24.6
30/03/2024,13.1,22.8,34.4,21.7,21.7,46.3,76.9,53.7,0,2.1,16.5,0,225.6,4.2,540.6,26.4
31/03/2024,14.7,24.9,36,23.9,28.9,52.5,85.7,58.1,0,2.9,23.2,0,216.5,4.2,538.8,28.1
01/04/2024,15.6,21.3,27.9,21.2,61.1,80.3,96.1,82.3,0,5.6,31.6,14.8,92,4.5,735.8,26.4
02/04/2024,11.8,16.3,21.2,16.5,50.7,73.2,90.2,73.7,0,8.8,36.6,0.4,183.7,5.2,553.4,20.7
03/04/2024,8.5,14.6,20.8,14.9,44.6,75.4,98,75.8,0,3,23.2,0,161.7,2.8,555.4,20
04/04/2024,9.8,15.6,21.9,15.9,43.3,68.9,95.7,70.1,0,4.2,21.5,0,198.9,2.6,550.4,21
05/04/2024,8.5,16.6,23.7,16.7,34.9,60.4,87.1,62.2,0,4.8,19.8,0,236.2,3.2,546.6,21.4
06/04/2024,12.1,18,24.5,18,42.8,64.8,90.5,65.9,0,5.6,23.2,0,144.1,3.8,545.8,22.6
07/04/2024,11.7,16.6,22.5,16.8,40.4,67.3,91.8,67.6,0,7.5,29.1,0,199.5,7.4,547.6,22
08/04/2024,8,15,22.2,15.3,36.6,70,98.2,69.9,0,5.4,31.6,0,188.4,3.2,551,21.3
09/04/2024,8.1,13.5,19.5,13.7,39.9,64.6,91.5,65.3,0,6.3,25.7,0,166,3.2,549.8,20.3
10/04/2024,4.8,13.4,20.5,13.7,42.4,68.2,98.1,68.2,0,4.3,22.4,0,175.3,2.7,550.1,19.1
11/04/2024,7.8,14.1,21.1,14.4,42.4,71.1,97.2,71.4,0,3.7,19.8,0,156.2,2.8,551.1,19.4
12/04/2024,6.7,13,20.5,13.4,39.3,70.9,96.8,70.8,0,3.2,22.4,0,186.4,2.6,551.5,19.1
13/04/2024,4.5,12.3,21.2,12.8,37,73.8,98.1,73.7,0,2,14.8,0,219.9,2.8,552.4,19.4
14/04/2024,4.6,13.4,24,13.5,29.6,69.7,97.6,71.4,0,1.5,14,0,201.3,3,552.2,19.6
15/04/2024,6.4,14.7,25.3,14.7,31,68.7,96,70.9,0,2,19.8,0,201.8,2.9,550.5,20.3
16/04/2024,8.1,15.8,23.5,16.1,40.6,69,97.3,69.3,0,3.4,16.5,0,191.2,3.3,550,20.9
17/04/2024,8.1,14.4,20.5,14.7,38.5,70.1,97.4,69.9,0,5.5,33.3,0,198.6,3.1,551.3,20.1
18/04/2024,7.8,13.9,19.6,14.2,44.1,70.9,95.7,70.8,0,6.5,27.4,0,168.7,3.1,551.1,19.4
19/04/2024,10.3,14.8,19.4,15.1,43.1,68.3,95.2,68.6,0,6.8,29.1,0.4,160.3,3,566.8,19.7
20/04/2024,7.9,13.8,21.9,14.3,36.2,66.3,91.4,66,0,4.5,21.5,0,206.1,2.7,549.8,19
21/04/2024,3.5,12.1,22.6,12.4,31.6,73,98.2,73.2,0,1.8,15.7,0,204.4,3,553,18.8
22/04/2024,1.8,14,26.5,13.6,23.1,59.4,97.9,62.6,0,2.3,17.3,0,202,2.9,550.1,18.6
23/04/2024,6.5,17.6,28.4,17.5,23.7,53.2,86.8,54.3,0,8.4,36.6,0,170.1,3.5,548.3,19.5
24/04/2024,5.4,12.4,18.7,12.7,35,64.3,96.4,64.3,0,5.3,24.9,0,188.5,3.9,552.7,19.2
25/04/2024,3.5,11.9,20.2,12.4,41.5,74.2,96.7,73.3,0,4.8,23.2,0,134.1,2.8,552.9,18
26/04/2024,4.4,10.5,17.8,11,45.2,76,97.9,75.2,0,3.1,21.5,0,167.1,2.3,555.5,17.6
27/04/2024,0.4,10.2,20,10.5,38.8,71.7,97,72.7,0,1.6,15.7,0,187.2,2.3,554.8,17
28/04/2024,2.5,12.1,23.6,12.4,23.6,62.6,95.3,63.5,0,2.5,19.8,0,178.1,2.5,550.9,17.5
29/04/2024,7.4,15.1,22.5,15.3,47.4,62.4,84,63,0,4.2,22.4,0,131.1,2.9,547.5,18.2
30/04/2024,5.8,11.4,17.5,11.9,34.9,60.1,84.4,59.9,0,6,25.7,0,187,2.8,549.7,18.2
01/05/2024,4.7,11.9,19.8,12.2,39.9,67.4,94.9,67.2,0,5.3,22.4,0,181.4,2.8,551.4,16.9
02/05/2024,8.4,14,22.3,14,34.1,60.1,82.7,62.7,0,5.8,19.8,0,138.1,3.2,548.6,17.5
03/05/2024,7.2,13.2,21.1,13.5,42.6,65.4,93.3,65.7,0,3.8,21.5,0,165.6,2.7,549.6,17.6
04/05/2024,8.8,14.8,22.1,15.1,42.5,68.2,92.8,68.4,0,3.4,24.9,0,147.4,2.6,549.5,18.3
05/05/2024,7.6,14.6,23.3,14.7,33.8,59.4,88,61.5,0,3.1,22.4,0,163.7,2.6,548.6,18.2
06/05/2024,6.8,13,22.2,13.5,39.9,71.9,96.6,70.5,0,3.1,19,0,162.1,2.9,550.9,18
07/05/2024,5.6,13.2,23,13.4,35.3,66.3,93.4,67.8,0,2.8,18.2,0,168,2.6,551.1,17.5
08/05/2024,7,13.6,23,13.7,33.1,60.3,80.7,62.8,0,3,18.2,0,155.5,2.8,549,17.4
09/05/2024,6.3,13.2,22.6,13.3,37.3,68.4,91.7,69.8,0,2,12.3,0,121,2.6,550.9,17.1
10/05/2024,6.1,13.6,21.9,13.9,41.6,70.3,96.2,69.8,0,3.6,19,0,157.4,2.1,551.3,17
11/05/2024,10,14.2,19.7,14.6,56.8,81.6,97.4,80.9,0,4.9,20.7,0,91.6,2.7,568.5,17.8
12/05/2024,9.8,14,21.9,14.5,48.6,81,96.8,79.8,0,3.4,17.3,0,148.6,1.8,557.6,18.2
13/05/2024,4.5,12.4,22.1,12.8,36.9,77.5,98.4,76.5,0,2,19.8,0,151.7,2.3,559.1,17.6
14/05/2024,5.2,11,19.8,11.5,47.8,81.8,98.6,80.4,0,1.4,12.3,0,144.4,2.4,570.1,17.2
15/05/2024,2.4,11.8,21.5,11.9,40.3,69.7,96.5,71.6,0,1.5,10.6,0,147.9,2.1,554.4,16.5
16/05/2024,3.6,11.2,21.7,11.4,32.7,72.5,94.5,73.6,0,1,11.4,0,140.4,2.3,554,16.7
17/05/2024,4.3,12.5,21.5,12.9,38.7,71.9,96,71.5,0,4.4,25.7,0,152.2,2.2,553.3,16.4
18/05/2024,3.1,8.8,15.9,9.4,34.2,71,96.5,69.8,0,4.4,25.7,0,159.4,2.6,556.6,15.9
19/05/2024,-0.2,9.6,15.8,9.9,55.9,75.3,97.1,74.2,0,4.9,25.7,0,60.8,2.1,555.8,14.1
20/05/2024,9.4,13.1,17.8,13.4,45.1,72.5,96.3,72.7,0,5,23.2,0,129.4,1.5,574.2,15.8
21/05/2024,2,7.8,13.7,8.4,56.4,85.8,98.2,83.7,0,3,18.2,0.2,65.7,2,598.6,14.7
22/05/2024,-0.3,6.7,16.4,7.4,45.8,80.8,98.5,78.9,0,1.5,13.1,0,149.1,1.1,563,13.5
23/05/2024,-0.1,7.7,17.9,8.3,39.8,78,97.8,77.1,0,1.1,10.6,0,133,2,560.3,13.4
24/05/2024,2.3,8.2,17.3,8.7,45.3,78.2,95.1,77.8,0,1.4,12.3,0,102.3,1.9,559.2,13.3
25/05/2024,0.4,7.7,18.3,8.2,42,78.3,97.4,77.4,0,1.2,13.1,0,130.8,1.6,559.8,13.3
26/05/2024,-0.7,9.8,21.1,9.9,33.6,69.5,97.8,70.4,0,1.6,13.1,0,156.2,2,556.3,13.2
27/05/2024,1.1,11.3,23.1,11.2,28.5,65.7,96.5,67,0,1.6,14,0,141.7,2.2,554.7,13.8
28/05/2024,2.3,12,21.7,11.9,28.4,56.1,92.9,57.7,0,3.4,17.3,0,140.8,2.4,550.9,14.2
29/05/2024,6.7,14.4,23.3,14.3,27.6,49.6,76.1,51.1,0,6.3,23.2,0,137.9,2.8,547.7,14.5
30/05/2024,10.7,14.8,18.9,14.9,48.7,75.9,97.3,76.7,0,7.2,29.9,11.2,16.1,3.6,882.3,14.8
31/05/2024,5.9,11.3,17.5,11.6,57.8,83.1,97.9,82.6,0,5.4,26.6,0.8,118.9,0.9,668,13.4
01/06/2024,1.9,8.2,15.4,8.8,52.1,85.1,98.7,84.3,0,2.3,19,0,136.9,1.7,700.3,12.2
02/06/2024,0.5,6.7,13.7,7.3,47.8,81.4,97.9,80.2,0,3.2,23.2,0.2,151.5,1.8,573.1,11
03/06/2024,-1.5,5.4,11.5,5.8,57.8,83,98.3,82.3,0,2.1,12.3,0,73.8,1.9,570,9.5
04/06/2024,5.5,9,14.6,9.4,50.3,75.7,93.2,75.9,0,2,17.3,0,67.8,1.2,558.6,10.6
05/06/2024,4.9,10.5,17.3,10.9,40.1,74.4,96.1,73.8,0,3.4,19,0,126.6,1.3,558.3,12.2
06/06/2024,7.3,11,16.4,11.4,55,81.4,98.2,80.7,0,4.7,22.4,0,123.8,2.1,804.7,13.2
07/06/2024,2.1,9,16.3,9.5,57.9,85.6,98.2,83.9,0,3.8,21.5,0.2,127.9,1.7,885.7,12.6
08/06/2024,4.3,9.4,14.7,9.8,61.1,86.1,98.6,85.3,0,3.6,19,0.2,72.3,1.8,1124.7,12.4
09/06/2024,6.7,12.2,18.8,12.7,47,76.1,95.6,75,0,2.9,18.2,0,114,1.3,634.8,13.8
10/06/2024,7.9,14,19.8,14.2,41.5,65.3,94,65,0,3.9,17.3,0,82.5,1.9,590.1,14.4
11/06/2024,10.3,16.3,21.5,16.5,39.7,59.1,91.8,58.4,0.5,9.7,40,0.2,62.2,2.5,570.3,15.4
12/06/2024,4.7,11.8,17.9,12.3,46.3,76.6,95.7,75.1,0,5.3,26.6,0,128,2.1,633.7,15
13/06/2024,5.5,10.3,14.9,10.6,57,76.9,94.9,76.8,0,3.2,16.5,0,40.7,2,643.7,13.7
14/06/2024,9.4,12.4,18.3,12.7,64.3,88.9,97.3,89.6,0,4.3,19.8,6.2,89.1,1.3,1195,14.4
15/06/2024,6.8,10,11.5,10.3,93.8,96.8,98.4,97.2,0,4.7,18.2,2.6,34.9,1.4,1560.2,13.6
16/06/2024,2,7,13.4,7.6,56.9,86,98.1,84.5,0,2.6,20.7,0.2,131.7,0.8,874.4,11.4
17/06/2024,-0.6,6,13.4,6.7,55.7,86.7,98.7,84.1,0,1.2,10.6,0,127.4,1.7,836.7,10.1
18/06/2024,5.1,9.6,15.1,10,51.3,77.7,97.1,77,0,2.9,14.8,0,75.2,1.6,582,10.9
19/06/2024,6,11,17.3,11.3,45.1,71.8,93.7,71.2,0,4.6,21.5,0.2,83.2,1.5,587.8,11.6
20/06/2024,3.1,8.7,14.3,9.2,57,85.2,98,83.4,0,3.6,18.2,0.4,92.9,1.6,672.7,11.7
21/06/2024,3.1,8.3,14.7,9,52.3,81.9,98.4,79.6,0,3.4,19.8,0,133.4,1.4,868.8,11.2
22/06/2024,-0.1,5.2,14.4,6,44.8,83.4,98.4,80.5,0,1.3,11.4,0.2,136.3,1.7,794.1,10.4
23/06/2024,-0.7,6.9,15.2,7.2,50.4,80.1,98.1,79,0,3.3,21.5,0,108.5,1.8,616.9,10
24/06/2024,5.1,9.8,15.2,10.2,43.8,68.4,86.9,67.2,0,5.3,28.2,0,93.9,1.7,557.3,10.8
25/06/2024,5.7,11.7,17.2,12.1,41.8,64.3,93.5,63.5,0,7.4,34.1,1.2,110.3,2,623.8,11.6
26/06/2024,6.8,11.2,16,11.6,54.6,73.7,96,73,0,6.7,34.1,0,118.9,2.2,571,12
27/06/2024,6.6,11,17.9,11.4,48.4,68,89.1,66.9,0,3.9,17.3,0,129.7,2.2,553.9,12.4
28/06/2024,5.6,13.9,21.2,14.3,29.1,47.1,74.2,46.1,0,7.1,35,0,124.8,2.3,548.4,12.6
